zoneId,startTime,endTime,startIndex,upper,lower,widthPct,merges,triggerSignal,firstMove,ctx,truncated,touchIdx,touchTime,approach,ageAtTest,distAwayPct,volRatio,testSpreadPct,trendAt,outcome8,resolvedIdx8,ext8Pct,outcome24,resolvedIdx24,ext24Pct
18,2022-03-22 02:00,2022-03-25 01:15,46386,41150,41042.5,0.258,0,27.46,UP,MIDDLE,false,,,,,,,,,NO_TEST,,,NO_TEST,,
19,2022-03-25 01:30,2022-03-27 20:15,46672,44078,43977.9,0.227,0,21.99,UP,TOP,false,46673,2022-03-25 01:45,ABOVE,1,0.2,1.81,0.38,1,THROUGH,46674,0.305,THROUGH,46674,0.914
20,2022-03-27 20:30,2022-04-07 10:45,46940,44791,44700,0.197,0,26.7,UP,BOTTOM,false,47347,2022-04-01 02:15,ABOVE,407,7.37,3.7,1.21,-1,THROUGH,47347,1.102,THROUGH,47347,1.102
21,2022-04-07 11:00,2022-04-23 23:15,47958,43435.3,43339.9,0.219,0,21.34,UP,MIDDLE,false,47966,2022-04-07 13:00,ABOVE,8,0.86,1.74,0.592,-1,BOUNCE,47968,0.764,BOUNCE,47968,0.877
22,2022-04-23 23:30,2022-05-06 07:15,49544,39793,39754.8,0.097,0,29.57,DOWN,MIDDLE,false,49559,2022-04-24 03:15,BELOW,15,0.85,1.05,0.309,1,BOUNCE,49561,0.382,BOUNCE,49561,0.382
23,2022-05-06 07:30,2022-05-08 16:45,50728,36437,36339.9,0.27,0,26.78,DOWN,MIDDLE,false,50729,2022-05-06 07:45,BELOW,1,1.22,7.3,1.668,-1,BOUNCE,50730,0.528,BOUNCE,50730,3.137
24,2022-05-08 17:00,2022-06-18 06:30,50958,34545.3,34353.8,0.563,0,23.19,DOWN,BOTTOM,false,50963,2022-05-08 18:15,BELOW,5,1.27,1.69,1.605,-1,THROUGH,50964,0.64,THROUGH,50964,0.64
25,2022-06-18 06:45,2022-07-03 04:30,54853,20420,20380,0.206,0,97.35,DOWN,MIDDLE,false,55002,2022-06-19 20:00,BELOW,149,13.1,1.45,1.8,1,BOUNCE,55003,1.254,BOUNCE,55003,3.68
26,2022-07-03 04:45,2022-07-08 01:00,56285,19276,19245.4,0.159,0,44.62,DOWN,MIDDLE,false,56286,2022-07-03 05:00,BELOW,1,0.06,5.59,1.259,-1,BOUNCE,56287,1.182,BOUNCE,56287,1.681
27,2022-07-08 01:15,2022-07-28 20:15,56751,21729.4,21658.5,0.316,0,22.52,UP,TOP,false,56769,2022-07-08 05:45,ABOVE,18,3.2,1.91,1.491,1,BOUNCE,56770,0.626,BOUNCE,56770,0.626
28,2022-07-28 20:30,2022-07-31 17:45,58748,23878.4,23828,0.211,0,20.58,UP,MIDDLE,false,58749,2022-07-28 20:45,ABOVE,1,0.14,1.73,1.56,1,BOUNCE,58750,1.158,BOUNCE,58750,1.158
29,2022-07-31 18:00,2022-08-19 06:15,59026,23738.4,23701.1,0.155,0,25.1,UP,MIDDLE,false,59027,2022-07-31 18:15,ABOVE,1,1.59,5.87,2.375,-1,THROUGH,59027,1.521,THROUGH,59027,2.018
30,2022-08-19 06:30,2022-09-06 16:45,60804,22782.3,22714.7,0.307,0,46.71,DOWN,BOTTOM,false,,,,,,,,,NO_TEST,,,NO_TEST,,
31,2022-09-06 17:00,2022-09-09 23:00,62574,19785.5,19735.8,0.259,0,27.05,DOWN,MIDDLE,false,62807,2022-09-09 03:15,BELOW,233,5.74,14.55,2.065,1,THROUGH,62808,4.826,THROUGH,62808,6.093
32,2022-09-09 23:15,2022-09-10 21:30,62887,21390,21328,0.292,0,22.65,DOWN,TOP,false,62888,2022-09-09 23:30,BELOW,1,0.31,1.35,0.693,1,BOUNCE,62890,0.818,BOUNCE,62890,0.818
33,2022-09-10 21:45,2022-09-19 02:00,62977,21511,21437.6,0.34,0,22.78,UP,MIDDLE,false,62996,2022-09-11 02:30,ABOVE,19,1.11,1,0.47,1,BOUNCE,62998,0.563,BOUNCE,62998,0.999
34,2022-09-19 02:15,2022-09-24 21:00,63763,19467,19384.8,0.437,0,38.39,DOWN,MIDDLE,false,63812,2022-09-19 14:30,BELOW,49,5.67,2.8,1.134,1,BOUNCE,63813,1.754,BOUNCE,63813,2.665
35,2022-09-24 21:15,2022-10-01 11:00,64319,19140.7,19090.4,0.265,0,26.85,DOWN,TOP,false,64359,2022-09-25 07:15,BELOW,40,1.13,3.74,0.468,-1,BOUNCE,64360,0.321,BOUNCE,64360,1.239
36,2022-10-01 11:15,2022-10-08 21:15,64951,19340,19311.9,0.146,0,20.51,DOWN,TOP,false,64953,2022-10-01 11:45,BELOW,2,0.58,1.64,0.407,-1,BOUNCE,64954,0.423,BOUNCE,64954,0.579
37,2022-10-08 21:30,2022-10-10 21:45,65664,19433.1,19415.4,0.092,0,22.13,DOWN,BOTTOM,false,65672,2022-10-08 23:30,BELOW,8,0.68,0.88,0.216,-1,BOUNCE,65673,0.306,BOUNCE,65673,0.543
38,2022-10-10 22:00,2022-11-17 23:45,65858,19240.4,19222.6,0.093,0,48.52,DOWN,MIDDLE,false,65914,2022-10-11 12:00,BELOW,56,1.27,4.03,0.48,-1,BOUNCE,65916,1.938,BOUNCE,65916,1.938
39,2022-11-18 00:00,2022-11-20 08:15,69514,16695,16676.6,0.109,0,25.81,UP,MIDDLE,false,69546,2022-11-18 08:00,ABOVE,32,1.51,3.38,0.459,1,BOUNCE,69547,0.625,BOUNCE,69547,0.898
40,2022-11-20 08:30,2022-11-27 22:45,69740,16711.8,16696.2,0.094,0,32.76,DOWN,MIDDLE,false,70070,2022-11-23 19:00,BELOW,330,6.34,6.02,1.431,1,BOUNCE,70071,1.836,BOUNCE,70071,1.836
41,2022-11-27 23:00,2022-12-03 05:45,70470,16583.9,16565.4,0.112,0,22.22,DOWN,TOP,false,70668,2022-11-30 00:30,BELOW,198,3.03,21.27,2.682,1,THROUGH,70668,3.008,THROUGH,70668,3.008
42,2022-12-03 06:00,2022-12-19 22:15,70978,17016.4,17001.1,0.09,0,23.99,DOWN,BOTTOM,false,71055,2022-12-04 01:15,BELOW,77,0.74,4.61,0.683,-1,BOUNCE,71056,0.371,BOUNCE,71056,0.371
43,2022-12-19 22:30,2022-12-25 14:15,72580,16591.4,16551.8,0.242,0,20.69,DOWN,MIDDLE,false,72592,2022-12-20 01:30,BELOW,12,1.09,3.02,0.765,-1,THROUGH,72596,1.745,THROUGH,72596,1.745
44,2022-12-25 14:30,2022-12-28 02:45,73124,16801.3,16797.6,0.022,0,22,DOWN,BOTTOM,false,73125,2022-12-25 14:45,BELOW,1,0.04,4.22,0.41,-1,THROUGH,73125,0.29,THROUGH,73125,0.29
45,2022-12-28 03:00,2023-01-08 22:45,73366,16690.9,16673.2,0.107,0,25.39,DOWN,MIDDLE,false,73394,2022-12-28 10:00,BELOW,28,0.53,1,0.166,-1,BOUNCE,73395,0.203,BOUNCE,73395,0.704
46,2023-01-08 23:00,2023-01-14 14:15,74502,16969.8,16955.3,0.085,0,20.2,UP,TOP,false,,,,,,,,,NO_TEST,,,NO_TEST,,
47,2023-01-14 14:30,2023-01-16 07:45,75044,20934.9,20884.2,0.244,0,21.64,DOWN,TOP,false,75046,2023-01-14 15:00,BELOW,2,0.63,0.82,0.777,1,BOUNCE,75047,1.26,BOUNCE,75047,1.26
48,2023-01-16 08:00,2023-01-17 13:45,75210,21125.4,21073.2,0.251,0,36.77,DOWN,BOTTOM,false,75240,2023-01-16 15:30,BELOW,30,1.9,2.88,0.884,-1,BOUNCE,75241,0.722,BOUNCE,75241,0.722
49,2023-01-17 14:00,2023-01-30 18:45,75330,21239.9,21205.4,0.161,0,20.69,UP,MIDDLE,false,75332,2023-01-17 14:30,ABOVE,2,0.72,6.14,1.274,1,THROUGH,75332,0.853,THROUGH,75332,0.853
50,2023-01-30 19:00,2023-02-06 05:00,76598,23154.3,23100,0.238,0,24.12,DOWN,MIDDLE,false,76673,2023-01-31 13:45,BELOW,75,1.85,2.86,0.386,-1,BOUNCE,76674,0.252,BOUNCE,76674,0.252
51,2023-02-06 05:15,2023-02-15 11:15,77215,22883.3,22864.7,0.082,0,21.51,DOWN,BOTTOM,false,77225,2023-02-06 07:45,BELOW,10,0.72,0.83,0.198,-1,THROUGH,77226,0.226,THROUGH,77226,0.226
52,2023-02-15 11:30,2023-03-03 01:00,78104,22241,22212.9,0.125,0,20.17,UP,TOP,false,,,,,,,,,NO_TEST,,,NO_TEST,,
53,2023-03-03 01:15,2023-03-14 04:45,79599,23411.6,23390,0.095,0,43.92,DOWN,BOTTOM,false,80611,2023-03-13 14:15,BELOW,1012,16.14,4.22,2.854,1,THROUGH,80612,4.727,THROUGH,80612,4.727
54,2023-03-14 05:00,2023-03-24 11:30,80670,24431.5,24327.7,0.42,0,23.48,UP,TOP,false,80671,2023-03-14 05:15,ABOVE,1,1.07,4.77,2.052,1,THROUGH,80672,0.666,THROUGH,80672,0.843
55,2023-03-24 11:45,2023-03-26 08:15,81657,28080.1,28000,0.291,0,20.96,DOWN,MIDDLE,false,81659,2023-03-24 12:15,BELOW,2,1.58,2.58,1.52,-1,BOUNCE,81661,1.289,BOUNCE,81661,1.782
56,2023-03-26 08:30,2023-04-10 21:45,81836,27510,27492,0.065,0,39.99,UP,MIDDLE,false,81954,2023-03-27 14:00,ABOVE,118,2.29,2.32,0.791,1,THROUGH,81955,3.679,THROUGH,81955,3.679
57,2023-04-10 22:00,2023-04-19 07:45,83330,29232.4,29194.6,0.128,0,46.29,UP,MIDDLE,false,83968,2023-04-17 13:30,ABOVE,638,5.84,2.81,0.785,-1,BOUNCE,83969,0.809,BOUNCE,83969,1.138
58,2023-04-19 08:00,2023-04-19 21:00,84138,30094.8,30033,0.21,0,22.75,DOWN,BOTTOM,false,,,,,,,,,NO_TEST,,,NO_TEST,,
59,2023-04-19 21:15,2023-05-05 01:15,84191,29231.4,29150.1,0.28,0,23.49,DOWN,MIDDLE,false,84193,2023-04-19 21:45,BELOW,2,0.75,1.59,0.823,-1,BOUNCE,84195,2.034,BOUNCE,84195,2.161
60,2023-05-05 01:30,2023-05-25 18:45,85648,28910.2,28863.4,0.16,0,23.03,UP,TOP,false,85692,2023-05-05 12:30,ABOVE,44,1.4,12.71,2.273,1,BOUNCE,85693,1.824,BOUNCE,85693,2.708
61,2023-05-25 19:00,2023-05-28 11:00,87638,26369.9,26340,0.113,0,21.01,UP,TOP,false,87661,2023-05-26 00:45,ABOVE,23,0.58,3.07,0.382,1,BOUNCE,87662,0.615,BOUNCE,87662,0.615
62,2023-05-28 11:15,2023-06-03 19:30,87895,27229.6,27203.8,0.095,0,21.68,DOWN,TOP,false,87896,2023-05-28 11:30,BELOW,1,0.04,1.65,0.227,1,BOUNCE,87897,0.449,BOUNCE,87897,0.449
63,2023-06-03 19:45,2023-06-10 16:45,88505,27153.6,27137.9,0.058,0,20.76,DOWN,BOTTOM,false,88550,2023-06-04 07:00,BELOW,45,0.66,3.12,0.103,-1,BOUNCE,88551,0.103,BOUNCE,88551,0.103
64,2023-06-10 17:00,2023-06-16 14:30,89166,25607.4,25573.7,0.131,0,23.09,UP,BOTTOM,false,89171,2023-06-10 18:15,ABOVE,5,2.03,5.11,2.501,-1,BOUNCE,89172,1.052,BOUNCE,89172,1.219
65,2023-06-16 14:45,2023-06-30 13:15,89733,25529.9,25474.4,0.217,0,39.47,UP,BOTTOM,false,,,,,,,,,NO_TEST,,,NO_TEST,,
66,2023-06-30 13:30,2023-07-22 23:00,91072,31083.5,30953.3,0.43,0,32.37,DOWN,TOP,false,91368,2023-07-03 15:30,BELOW,296,3.06,6.45,0.506,1,BOUNCE,91370,0.462,BOUNCE,91370,0.462
67,2023-07-22 23:15,2023-07-24 09:30,93223,29799,29779,0.067,0,22.44,DOWN,BOTTOM,false,93225,2023-07-22 23:45,BELOW,2,0.32,4.23,0.433,-1,BOUNCE,93226,0.202,BOUNCE,93226,0.202
68,2023-07-24 09:45,2023-07-30 19:30,93361,29743.7,29684.6,0.203,0,20.05,DOWN,BOTTOM,false,,,,,,,,,NO_TEST,,,NO_TEST,,
69,2023-07-30 19:45,2023-08-06 20:30,93977,29341.1,29330.1,0.038,0,26.44,DOWN,MIDDLE,false,93996,2023-07-31 00:30,BELOW,19,0.68,2.25,0.752,-1,THROUGH,93996,0.63,THROUGH,93996,0.63
70,2023-08-06 20:45,2023-08-15 18:45,94653,29074.7,29067.8,0.024,0,32.03,UP,TOP,false,94657,2023-08-06 21:45,ABOVE,4,0.37,2.36,0.369,1,BOUNCE,94658,0.279,BOUNCE,94658,0.502
71,2023-08-15 19:00,2023-08-22 21:00,95510,29335,29308.4,0.091,0,21.8,DOWN,MIDDLE,false,,,,,,,,,NO_TEST,,,NO_TEST,,
72,2023-08-22 21:15,2023-08-23 06:30,96191,25874.1,25824.6,0.193,0,28.69,DOWN,MIDDLE,false,96196,2023-08-22 22:30,BELOW,5,0.79,0.97,0.417,-1,BOUNCE,96197,0.208,BOUNCE,96197,0.208
73,2023-08-23 06:45,2023-08-28 19:00,96229,26062,26020,0.161,0,21.44,IN,TOP,false,96232,2023-08-23 07:30,ABOVE,3,0.12,1.91,0.362,-1,THROUGH,96232,0.075,THROUGH,96232,0.844
74,2023-08-28 19:15,2023-09-24 17:30,96759,26144.8,26110.4,0.133,0,23.3,DOWN,MIDDLE,false,96775,2023-08-28 23:15,BELOW,16,0.57,3.58,0.431,1,BOUNCE,96776,0.156,BOUNCE,96776,0.329
75,2023-09-24 17:45,2023-09-28 10:15,99345,26586,26558.2,0.104,0,38.81,UP,BOTTOM,false,99347,2023-09-24 18:15,ABOVE,2,0.35,15.41,1.083,1,THROUGH,99347,0.971,THROUGH,99347,2.231
76,2023-09-28 10:30,2023-10-06 21:15,99700,26434.5,26400.4,0.128,0,34.42,UP,MIDDLE,false,99705,2023-09-28 11:45,ABOVE,5,0.45,0.93,0.17,1,BOUNCE,99706,0.689,BOUNCE,99706,3.307
77,2023-10-06 21:30,2023-10-11 15:00,100512,27986.6,27915.1,0.254,0,29.62,UP,TOP,false,100516,2023-10-06 22:30,ABOVE,4,0.48,0.71,0.163,1,THROUGH,100518,0.332,THROUGH,100518,0.332
78,2023-10-11 15:15,2023-10-13 20:30,100967,27092,27054.6,0.139,0,24.12,DOWN,BOTTOM,false,,,,,,,,,NO_TEST,,,NO_TEST,,
79,2023-10-13 20:45,2023-10-15 20:15,101181,26765,26734.9,0.112,0,91.26,UP,MIDDLE,false,101189,2023-10-13 22:45,ABOVE,8,0.94,1.9,0.628,1,BOUNCE,101190,0.465,BOUNCE,101190,0.827
80,2023-10-15 20:30,2023-10-16 05:00,101372,27053.5,27009.9,0.16,0,20.49,UP,TOP,false,101382,2023-10-15 23:00,ABOVE,10,0.72,1.19,0.272,1,BOUNCE,101384,0.782,BOUNCE,101384,4.122
81,2023-10-16 05:15,2023-10-18 04:30,101407,27278.7,27234.8,0.158,0,36.62,UP,TOP,false,,,,,,,,,NO_TEST,,,NO_TEST,,
82,2023-10-18 04:45,2023-11-04 21:00,101597,28504.2,28428.3,0.264,0,35.12,UP,TOP,false,101609,2023-10-18 07:45,ABOVE,12,0.8,1.01,0.348,1,BOUNCE,101611,0.283,BOUNCE,101611,0.283
83,2023-11-04 21:15,2023-11-05 13:30,103295,34764.1,34749.4,0.042,0,20.91,UP,MIDDLE,false,,,,,,,,,NO_TEST,,,NO_TEST,,
84,2023-11-05 13:45,2023-11-19 05:45,103361,35099.1,35060,0.112,0,25.45,DOWN,MIDDLE,false,103374,2023-11-05 17:00,BELOW,13,0.63,4.13,0.955,1,THROUGH,103374,0.396,THROUGH,103374,1.016
85,2023-11-19 06:00,2023-11-19 22:45,104674,36536,36514.1,0.06,0,22.51,UP,TOP,false,104693,2023-11-19 10:45,ABOVE,19,0.41,0.6,0.118,1,THROUGH,104694,0.367,THROUGH,104694,0.367
86,2023-11-19 23:00,2023-12-24 21:45,104742,36998.9,36946.2,0.141,0,24.28,UP,MIDDLE,false,104802,2023-11-20 14:00,ABOVE,60,1.32,5.9,1.437,1,THROUGH,104802,0.176,THROUGH,104802,0.449
87,2023-12-24 22:00,2023-12-25 12:30,108098,43555.5,43490.9,0.15,0,21.22,DOWN,BOTTOM,false,,,,,,,,,NO_TEST,,,NO_TEST,,
88,2023-12-25 12:45,2023-12-26 04:45,108157,43196.2,43118.3,0.178,0,37.63,UP,BOTTOM,false,,,,,,,,,NO_TEST,,,NO_TEST,,
89,2023-12-26 05:00,2024-01-05 01:30,108222,43505,43467.6,0.086,0,25.04,DOWN,MIDDLE,false,108380,2023-12-27 20:30,BELOW,158,3.56,2.63,0.543,1,BOUNCE,108382,0.452,BOUNCE,108382,0.452
90,2024-01-05 01:45,2024-01-05 08:45,109169,43958.4,43852.5,0.244,0,33.79,DOWN,BOTTOM,false,109170,2024-01-05 02:00,BELOW,1,1.09,2.7,1.439,1,BOUNCE,109171,1.503,BOUNCE,109171,1.503
91,2024-01-05 09:00,2024-01-09 12:30,109198,43958.4,43813,0.33,1,23.4,UP,TOP,false,109199,2024-01-05 09:15,ABOVE,1,0.21,1.27,0.375,1,BOUNCE,109200,0.522,BOUNCE,109200,0.522
92,2024-01-09 12:45,2024-01-09 20:45,109597,46755.7,46604.1,0.328,0,24.06,DOWN,MIDDLE,false,109598,2024-01-09 13:00,BELOW,1,0.92,4.54,1.58,1,THROUGH,109601,0.739,THROUGH,109601,0.739
93,2024-01-09 21:00,2024-01-16 14:15,109630,46782.7,46585.4,0.411,1,30.77,UP,BOTTOM,false,109631,2024-01-09 21:15,ABOVE,1,2.57,22.46,8.024,1,THROUGH,109631,2.82,THROUGH,109631,2.82
94,2024-01-16 14:30,2024-02-12 06:30,110276,42881.1,42786.1,0.226,0,23.9,DOWN,BOTTOM,false,110277,2024-01-16 14:45,BELOW,1,1.59,7.54,1.692,1,BOUNCE,110278,0.562,BOUNCE,110278,0.562
95,2024-02-12 06:45,2024-02-14 08:30,112837,48132.6,48051,0.169,0,36.12,UP,BOTTOM,false,112838,2024-02-12 07:00,ABOVE,1,0.03,1.82,0.326,1,BOUNCE,112839,0.534,BOUNCE,112839,0.534
96,2024-02-14 08:45,2024-03-27 12:45,113037,49899.6,49773.9,0.247,0,22.75,UP,TOP,false,,,,,,,,,NO_TEST,,,NO_TEST,,
97,2024-03-27 13:00,2024-04-13 19:30,117086,70255.4,70055.5,0.28,0,22.77,UP,TOP,false,117089,2024-03-27 13:45,ABOVE,3,2.1,5.33,1.593,-1,THROUGH,117089,2.141,THROUGH,117089,2.407
98,2024-04-13 19:45,2024-04-20 15:15,118745,67267.2,66805.6,0.713,0,26.43,DOWN,MIDDLE,false,118895,2024-04-15 09:15,BELOW,150,7.48,2.2,0.991,1,BOUNCE,118896,1.468,BOUNCE,118896,4.499
99,2024-04-20 15:30,2024-04-21 15:45,119400,63940,63821.3,0.184,0,30.4,UP,TOP,false,,,,,,,,,NO_TEST,,,NO_TEST,,
100,2024-04-21 16:00,2024-05-05 13:00,119498,65090,64965.7,0.193,0,24.11,DOWN,MIDDLE,false,119518,2024-04-21 21:00,BELOW,20,0.82,2.93,0.956,1,BOUNCE,119519,0.686,BOUNCE,119519,0.762
101,2024-05-05 13:15,2024-05-12 07:00,120831,63757.6,63588.7,0.264,0,20.47,UP,MIDDLE,false,120832,2024-05-05 13:30,ABOVE,1,0.35,3.58,0.711,-1,BOUNCE,120833,1.391,BOUNCE,120833,1.391
102,2024-05-12 07:15,2024-05-14 05:45,121479,60973,60916.3,0.093,0,22.01,DOWN,MIDDLE,false,121482,2024-05-12 08:00,BELOW,3,0.27,2.77,0.265,1,BOUNCE,121483,0.26,BOUNCE,121483,0.26
103,2024-05-14 06:00,2024-05-25 22:45,121666,62739.2,62646.2,0.151,0,23.45,DOWN,MIDDLE,false,121777,2024-05-15 09:45,BELOW,111,2.28,7.76,0.76,1,BOUNCE,121778,0.687,BOUNCE,121778,0.687
104,2024-05-25 23:00,2024-05-26 07:15,122790,69160.4,69128.9,0.045,0,31.61,UP,MIDDLE,false,122802,2024-05-26 02:00,ABOVE,12,0.3,0.77,0.11,1,THROUGH,122803,0.432,THROUGH,122803,0.432
105,2024-05-26 07:30,2024-06-11 01:30,122824,69185,69128.9,0.081,1,22.06,UP,TOP,false,122828,2024-05-26 08:30,ABOVE,4,0.44,2.61,0.248,1,BOUNCE,122830,0.127,BOUNCE,122830,0.347
106,2024-06-11 01:45,2024-07-10 12:15,124337,69520.4,69408.5,0.163,0,32.16,DOWN,BOTTOM,false,124476,2024-06-12 12:30,BELOW,139,4.75,24.15,2.099,1,BOUNCE,124477,0.539,BOUNCE,124477,1.193
107,2024-07-10 12:30,2024-07-15 21:45,127164,58519.8,58380,0.241,0,23.66,DOWN,BOTTOM,false,127218,2024-07-11 02:00,BELOW,54,1.92,1.8,0.705,-1,BOUNCE,127219,2.312,BOUNCE,127219,2.312
108,2024-07-15 22:00,2024-08-08 21:15,127682,63616.2,63468.3,0.231,0,30.68,UP,TOP,false,127712,2024-07-16 05:30,ABOVE,30,1.88,4.39,0.912,1,BOUNCE,127713,0.385,BOUNCE,127713,0.385
109,2024-08-08 21:30,2024-08-19 09:30,129984,59695.4,59556.3,0.23,0,34.47,UP,MIDDLE,false,130052,2024-08-09 14:30,ABOVE,68,4.41,3.44,1.446,1,BOUNCE,130053,1.437,BOUNCE,130053,2.121
110,2024-08-19 09:45,2024-09-14 17:45,130993,58648.7,58520.6,0.221,0,45.8,DOWN,TOP,false,131006,2024-08-19 13:00,BELOW,13,0.96,1.27,0.338,-1,THROUGH,131007,0.507,THROUGH,131007,1.05
111,2024-09-14 18:00,2024-10-20 21:45,133522,59859.9,59813.2,0.078,0,23.05,DOWN,MIDDLE,false,133527,2024-09-14 19:15,BELOW,5,0.36,0.57,0.209,-1,BOUNCE,133528,0.122,BOUNCE,133528,0.122
112,2024-10-20 22:00,2024-10-28 20:45,136994,68767.9,68659.1,0.158,0,20.61,IN,MIDDLE,false,137013,2024-10-21 02:45,ABOVE,19,0.95,1.32,0.431,1,THROUGH,137014,0.1,THROUGH,137014,0.591
113,2024-10-28 21:00,2024-11-05 19:30,137758,69509.3,69500,0.013,0,100.49,UP,MIDDLE,false,137759,2024-10-28 21:15,ABOVE,1,0.2,0.36,0.359,1,BOUNCE,137760,1.182,BOUNCE,137760,3.018
114,2024-11-05 19:45,2024-11-10 17:15,138521,70008.4,69857,0.22,0,29.77,DOWN,MIDDLE,false,138536,2024-11-05 23:30,BELOW,15,1.29,0.87,0.674,1,BOUNCE,138537,0.86,BOUNCE,138537,0.86
115,2024-11-10 17:30,2024-12-14 00:45,138992,79870,79696,0.217,0,23.11,UP,MIDDLE,false,139000,2024-11-10 19:30,ABOVE,8,1.31,1.29,0.774,1,THROUGH,139002,1.436,THROUGH,139002,1.436
116,2024-12-14 01:00,2025-01-09 01:45,142190,101271.4,101106.1,0.162,0,24.44,UP,BOTTOM,false,142236,2024-12-14 12:30,ABOVE,46,1.27,3.57,0.232,1,THROUGH,142239,0.325,THROUGH,142239,0.325
